	text	DATES	FSBU	NK	FZ	KBK	FORMS	KND	NDFL	NPA	MONEY	UNCNOWN_NUM	KEYS	clear_text	lem_text
556	нужно ли сдавать нулевой отчет по персонифицированным сведениям в 2023 году?	['2023 г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	нужно ли сдавать нулевой отчет по персонифицированным сведениям в genдатаоду?	нужно ли сдавать нулевой отчет по персонифицировать сведение в депдатаод
557	нужно ли сдавать нулевые персонифицированные сведения в 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	нужно ли сдавать нулевые персонифицированные сведения в genцифра	нужно ли сдавать нулевой персонифицировать сведение в депцифра
558	кбк по уплате страховых взносов?	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	кбк по уплате страховых взносов?	кбк по уплата страховой взнос
559	кбк для уплаты страховых взносов на травматизм.	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	кбк для уплаты страховых взносов на травматизм.	кбк для уплата страховой взнос на травматизм
560	добрый день! по земельному и имущественному налогу нужно за 2022 год подавать уведомление ?	['2022 г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	добрый день! по земельному и имущественному налогу нужно за genдатаод подавать уведомление ?	добрый день по земельный и имущественный налог нужно за депдатаод подавать уведомление
561	нужно ли подавать уведомление по земельному налогу за 2022 год	['2022 г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	нужно ли подавать уведомление по земельному налогу за genдатаод	нужно ли подавать уведомление по земельный налог за депдатаод
562	нужно ли подавать уведомление по транспортному налогу за 2022 год для юридических лиц, если налог оплатили в 2022 году	['2022 г', '2022 г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	нужно ли подавать уведомление по транспортному налогу за genдатаод для юридических лиц, если налог оплатили в genдатаоду	нужно ли подавать уведомление по транспортный налог за депдатаод для юридический лицо если налог оплачивать в депдатаод
563	нужно ли по транспортному налогу за 2022 год подавать уведомление	['2022 г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	нужно ли по транспортному налогу за genдатаод подавать уведомление	нужно ли по транспортный налог за депдатаод подавать уведомление
564	добрый день. как отразить в справке-ндфл начисленную, но не выплаченную зарплату , вернее ндфл котрый не удержан ,тк зп не выплачена	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['ндфл', 'ндфл']	добрый день. как отразить в справке-ндфл начисленную, но не выплаченную зарплату , вернее ндфл котрый не удержан ,тк зп не выплачена	добрый день как отражать в справка ндфл начислять но не выплачивать зарплата вернее ндфл котрый не удерживать тк зп не выплачивать
565	2-ндфл зарплата начислена но не выплачена	[]	[]	[]	[]	[]	[]	[]	['2-ндфл']	[]	[]	[]	['ндфл']	genндфл зарплата начислена но не выплачена	депндфл зарплата начислять но не выплачивать
566	добрый день! какой кбк указывать в уведомлении енп по страховым взносам	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['енп']	добрый день! какой кбк указывать в уведомлении енп по страховым взносам	добрый день какой кбк указывать в уведомление енс по страховой взнос
567	какой кбк указывать в уведомлении для страховых взносов	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	какой кбк указывать в уведомлении для страховых взносов	какой кбк указывать в уведомление для страховой взнос
568	какой кбк по страховым взносам указать в уведомлении по енп	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['енп']	какой кбк по страховым взносам указать в уведомлении по енп	какой кбк по страховой взнос указывать в уведомление по енс
569	какой кбк указывать в уведомлении для страховых взносов	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	какой кбк указывать в уведомлении для страховых взносов	какой кбк указывать в уведомление для страховой взнос
570	добрый день! какие кбк указать в уведомлении по страховым взносам за 2023г. нужно ли делить платежи по фондам или указать общий кбк для страховых взносов?	['2023г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	добрый день! какие кбк указать в уведомлении по страховым взносам за genдата. нужно ли делить платежи по фондам или указать общий кбк для страховых взносов?	добрый день какой кбк указывать в уведомление по страховой взнос за депдат нужно ли делить платеж по фонд или указывать общий кбк для страховой взнос
571	какой кбк указывать в уведомлении по исчисленным взносам по страховым взносам: страховые взносы по единому тарифу иди делить на фонды	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	какой кбк указывать в уведомлении по исчисленным взносам по страховым взносам: страховые взносы по единому тарифу иди делить на фонды	какой кбк указывать в уведомление по исчислять взнос по страховой взнос страховой взнос по единый тариф идти делить на фонд
572	сотрудник отработал в организации 2 месяца, как рассчитать ему отпуск на 14 календарных дней	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2', '14']	[]	сотрудник отработал в организации genцифра месяца, как рассчитать ему отпуск на genцифра календарных дней	сотрудник отрабатывать в организация депцифра месяц как рассчитать он отпуск на депцифра календарный день
573	сколько дней отпуска полагается сотруднику если он отработал 2 месяца	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2']	[]	сколько дней отпуска полагается сотруднику если он отработал genцифра месяца	сколько день отпуск полагаться сотрудник если он отрабатывать депцифра месяц
574	добрый день. какой кбк указывается в уведомление по енп об исчисленных страховых взносов?	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['енп']	добрый день. какой кбк указывается в уведомление по енп об исчисленных страховых взносов?	добрый день какой кбк указываться в уведомление по енс об исчислять страховой взнос
575	какой кбк указывать в уведомлении об исчисленных налогах для енп при страховых взносах по единому тарифу,	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['енп']	какой кбк указывать в уведомлении об исчисленных налогах для енп при страховых взносах по единому тарифу,	какой кбк указывать в уведомление об исчислять налог для енс при страховой взнос по единый тариф
576	подскажите, 2 ндфл за сотрудников за 2022 год в какой форме сдавать?	['2022 г']	[]	[]	[]	[]	[]	[]	['2 ндфл']	[]	[]	[]	['ндфл']	подскажите, genндфл за сотрудников за genдатаод в какой форме сдавать?	подсказывать депндфл за сотрудник за депдатаод в какой форма сдавать
577	по какой форме выдавать 2-ндфл сотруднику за 2022 год	['2022 г']	[]	[]	[]	[]	['форме выдавать 2']	[]	[]	[]	[]	[]	['ндфл']	по какой genформа-ндфл сотруднику за genдатаод	по какой депформ ндфл сотрудник за депдатаод
578	добрый день. скажите пожалуйста какой кбк указывать в уведомлении об исчисленных суммах налогов по зарплате за январь 2023г. спасибо.	['январь 2023']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	добрый день. скажите пожалуйста какой кбк указывать в уведомлении об исчисленных суммах налогов по зарплате за genдатаг. спасибо.	добрый день сказать пожалуйста какой кбк указывать в уведомление об исчислять сумма налог по зарплата за депдатага спасибо
579	какой кбк указывать в уведомлении об исчисленных суммах налогов в 2023 году	['2023 г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	какой кбк указывать в уведомлении об исчисленных суммах налогов в genдатаоду	какой кбк указывать в уведомление об исчислять сумма налог в депдатаод
580	добрый день. подскажите какие кбк и налоги нужно указывать в уведомлении об исчисленных суммах налогов, если взносы на опс, омс и вним за декабрь 2022 оплатили в феврале 2023 на енс.	['декабрь 2022', 'феврале 2023']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	добрый день. подскажите какие кбк и налоги нужно указывать в уведомлении об исчисленных суммах налогов, если взносы на опс, омс и вним за genдата оплатили в genдата на енс.	добрый день подсказывать какой кбк и налог нужно указывать в уведомление об исчислять сумма налог если взнос на опс омс и вние за депдат оплачивать в депдат на енс
581	какие кбк указывать в уведомлении об исчисленных сумм налогов страховых взносов в 2023 году	['2023 г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	какие кбк указывать в уведомлении об исчисленных сумм налогов страховых взносов в genдатаоду	какой кбк указывать в уведомление об исчислять сумма налог страховой взнос в депдатаод
582	добрый день! в уведомление по единым платежам кбк- страховые взносы на обязательное пенсионное страхование какое нужно указать	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	добрый день! в уведомление по единым платежам кбк- страховые взносы на обязательное пенсионное страхование какое нужно указать	добрый день в уведомление по единый платеж кбк страховой взнос на обязательный пенсионный страхование какой нужный указывать
583	в уведомление об оплате страховых взносов нужно указывать единый кбк?	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	в уведомление об оплате страховых взносов нужно указывать единый кбк?	в уведомление об оплата страховой взнос нужно указывать единый кбк
584	здравствуйте! как сделать запись в трудовой книжке об увольнении директора в связи с окончанием срока действия трудового договора-?	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	здравствуйте! как сделать запись в трудовой книжке об увольнении директора в связи с окончанием срока действия трудового договора-?	здравствовать как сделать запись в трудовой книжка об увольнение директор в связь с окончание срок действие трудовой договор
585	запись в трудовую книжку об увольнении в связи с окончанием срока действия трудового договора	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	запись в трудовую книжку об увольнении в связи с окончанием срока действия трудового договора	запись в трудовой книжка об увольнение в связь с окончание срок действие трудовой договор
586	нужно ли подавать уведомление по земельному и транспортному налогу?	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	нужно ли подавать уведомление по земельному и транспортному налогу?	нужно ли подавать уведомление по земельный и транспортный налог
587	транспортный налог и земельный налог нужно ли подавать уведомление	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['земельный']	транспортный налог и земельный налог нужно ли подавать уведомление	транспортный налог и земельный налог нужно ли подавать уведомление
588	добрый день! как уплачивать авансовые платежи по транспортному и земельному налогу.	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	добрый день! как уплачивать авансовые платежи по транспортному и земельному налогу.	добрый день как уплачивать авансовый платеж по транспортный и земельный налог
589	нужно ли начислять авансовые платежи по транспортному налогу	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	нужно ли начислять авансовые платежи по транспортному налогу	нужно ли начислять авансовый платеж по транспортный налог
590	здравствуйте, подскажите, пожалуйста, какой переходный период по енс в 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	здравствуйте, подскажите, пожалуйста, какой переходный период по енс в genцифра	здравствовать подсказывать пожалуйста какой переходный период по енс в депцифра
591	енп 2023 переходный период	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	['енп']	енп genцифра переходный период	енс депцифра переходный период
592	лимит по страховым взносам 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	лимит по страховым взносам genцифра	лимит по страховой взнос депцифра
593	лимит взносов на 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	лимит взносов на genцифра	лимит взнос на депцифра
594	здравствуйте! какой срок хранения бухгалтерских документов?	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	здравствуйте! какой срок хранения бухгалтерских документов?	здравствовать какой срок хранение бухгалтерский документ
595	сроки хранения бухгалтерских документов	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	сроки хранения бухгалтерских документов	срок хранение бухгалтерский документ
596	добрый день! какие кбк и период нужно указать в уведомлении об исчисленных суммах налога, пдатим есн одной платежкой	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	добрый день! какие кбк и период нужно указать в уведомлении об исчисленных суммах налога, пдатим есн одной платежкой	добрый день какой кбк и период нужно указывать в уведомление об исчислять сумма налог пдатим есна один платежка
597	в 2023 году налоги и взносы перечисляют на новый кбк единого налогового платежа. в налоговой отчетности и уведомлении об исчисленных налогах и взносах для зачета енп указывают отдельные кбк из этого	['2023 г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['енп']	в genдатаоду налоги и взносы перечисляют на новый кбк единого налогового платежа. в налоговой отчетности и уведомлении об исчисленных налогах и взносах для зачета енп указывают отдельные кбк из этого	в депдатаод налог и взнос перечислять на новый кбк единый налоговый платеж в налоговый отчетность и уведомление об исчислять налог и взнос для зачет енс указывать отдельный кбк из это
598	добрый день! подскажите, пожалуйста, срок уплаты ежемесячных авансовых платежей по налогу на прибыль в 2023 году	['2023 г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['прибыль']	добрый день! подскажите, пожалуйста, срок уплаты ежемесячных авансовых платежей по налогу на прибыль в genдатаоду	добрый день подсказывать пожалуйста срок уплата ежемесячный авансовый платеж по налогприбыль в депдатаод
599	срок уплаты ежемесячных авансовых платежей по налога на прибыль за 2022 год	['2022 г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['прибыль']	срок уплаты ежемесячных авансовых платежей по налога на прибыль за genдатаод	срок уплата ежемесячный авансовый платеж по налогприбыль за депдатаод
600	добрый день, подскажите, есть образец уведомления в налоговую по страховым взносам за январь 2023?	['январь 2023']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	добрый день, подскажите, есть образец уведомления в налоговую по страховым взносам за genдата?	добрый день подсказывать быть образец уведомление в налоговый по страховой взнос за депдат
601	уведомление страховые взносы в налоговую в 2023 году образецдки по начислению и уплате енп	['2023 г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['енп']	уведомление страховые взносы в налоговую в genдатаоду образецдки по начислению и уплате енп	уведомление страховой взнос в налоговый в депдатаод образецдки по начисление и уплата енс
602	декларация по налогу на имущество за 2022г. нулевую сдать, какие обязательные разделы надо сдать?	['2022г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['имущество']	декларация по налогу на имущество за genдата. нулевую сдать, какие обязательные разделы надо сдать?	декларация по налог на имущество за депдат нулевой сдавать какой обязательный раздел надо сдавать
603	надо сдавать декларацию по налогу на имущество нулевую	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['имущество']	надо сдавать декларацию по налогу на имущество нулевую	надо сдавать декларация по налог на имущество нулевой
604	здравствуйте ¶как рассчитать компенсацию дней отпуска при увольнении, если сотрудник весь отчетный год был в отпуске без сохранения заработной платы?	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	здравствуйте ¶как рассчитать компенсацию дней отпуска при увольнении, если сотрудник весь отчетный год был в отпуске без сохранения заработной платы?	здравствовать как рассчитать компенсация день отпуск при увольнение если сотрудник весь отчетный год быть в отпуск без сохранение заработный плата
605	нужно ли при увольнении сотрудника рассчитывать компенсацию за неиспользованный дополнительный отпуск если работник был в отпуске без сохранения заработной платы	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	нужно ли при увольнении сотрудника рассчитывать компенсацию за неиспользованный дополнительный отпуск если работник был в отпуске без сохранения заработной платы	нужно ли при увольнение сотрудник рассчитывать компенсация за неиспользованный дополнительный отпуск если работник быть в отпуск без сохранение заработный плата
606	добрый день. какой кбк указывать в уведомлении в налоговую по единому налогу при подаче информации по страховым взносам?	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	добрый день. какой кбк указывать в уведомлении в налоговую по единому налогу при подаче информации по страховым взносам?	добрый день какой кбк указывать в уведомление в налоговый по единый налог при подача информация по страховой взнос
607	, какой кбк указывается для страховых взносов в уведомлении об исчисленных налогах ?	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	, какой кбк указывается для страховых взносов в уведомлении об исчисленных налогах ?	какой кбк указываться для страховой взнос в уведомление об исчислять налог
608	добрый день, подскажите пожалуйста в платежном поручении по енп для ип какой статус плательщика указывать?	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['енп', 'ип']	добрый день, подскажите пожалуйста в платежном поручении по енп для ип какой статус плательщика указывать?	добрый день подсказывать пожалуйста в платежный поручение по енс для ип какой статус плательщик указывать
609	какой статус плательщика указывать в платежном поручении на енп	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['енп']	какой статус плательщика указывать в платежном поручении на енп	какой статус плательщик указывать в платежный поручение на енс
610	добрый день, подскажите нужно ли сдавать налоговую декларацию по налогу на имущество за 2022 год?	['2022 г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['имущество']	добрый день, подскажите нужно ли сдавать налоговую декларацию по налогу на имущество за genдатаод?	добрый день подсказывать нужно ли сдавать налоговый декларация по налог на имущество за депдатаод
611	нужно ли сдавать декларацию по налогу на имущество за 2022 год	['2022 г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['имущество']	нужно ли сдавать декларацию по налогу на имущество за genдатаод	нужно ли сдавать декларация по налог на имущество за депдатаод
612	доброе утро! как подтвердить для налогового учета расходы по командировке?	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	доброе утро! как подтвердить для налогового учета расходы по командировке?	добрый утро как подтверждать для налоговый учет расход по командировка
613	налоговый учет командировочных расходов	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	налоговый учет командировочных расходов	налоговый учет командировочный расход
614	добрый день. подскажите пожалуйста, как оформить командировку, если проезд был на личном автотранспорте.	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	добрый день. подскажите пожалуйста, как оформить командировку, если проезд был на личном автотранспорте.	добрый день подсказывать пожалуйста как оформлять командировка если проезд быть на личный автотранспорт
615	как оформить командировку на личном транспорте	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	как оформить командировку на личном транспорте	как оформлять командировка на личный транспорт
616	добрый день! какие кбк указывать в уведомлении об исчисленных налогах, если мы заплатили 1)ффомс 2)заплатили взносы на социальное страхование3)заплатили взносы на пенсионное тсрахование. нужно указывать один кбк 18210201000011000160 в уведомлении и все вышеперечисленные взносы одной суммой?	[]	[]	[]	[]	['кбк 18210201000011000160']	[]	[]	[]	[]	[]	['1', '2', '3']	[]	добрый день! какие кбк указывать в уведомлении об исчисленных налогах, если мы заплатили genцифра)ффомс genцифра)заплатили взносы на социальное страхованиеgenцифра)заплатили взносы на пенсионное тсрахование. нужно указывать один genкбк в уведомлении и все вышеперечисленные взносы одной суммой?	добрый день какой кбк указывать в уведомление об исчислять налог если мы заплатить депцифра ффомс депцифра заплатить взнос на социальный страхованиедепцифра заплатить взнос на пенсионный тсрахование нужно указывать один genкбк в уведомление и весь вышеперечисленный взнос один сумма
617	как заполнять уведомление по страховым взносам , уплачиваемым в 2023г: общей суммой, по одному кбк?	['2023г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	как заполнять уведомление по страховым взносам , уплачиваемым в genдата: общей суммой, по одному кбк?	как заполнять уведомление по страховой взнос уплачивать в депдат общий сумма по один кбк
618	при расчете средней заработной платы какие выплаты учитываются? учитывается ли в расчете компенсация за неиспользованный отпуск, начисленная при увольнении?	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	при расчете средней заработной платы какие выплаты учитываются? учитывается ли в расчете компенсация за неиспользованный отпуск, начисленная при увольнении?	при расчет средний заработный плата какой выплата учитываться учитываться ли в расчет компенсация за неиспользованный отпуск начислять при увольнение
619	учитывать ли при расчете среднего заработка единовременную выплату к отпуску	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	учитывать ли при расчете среднего заработка единовременную выплату к отпуску	учитывать ли при расчет средний заработок единовременный выплата к отпуск
620	добрый день! надо ли отправлять уведомление об исчисленных суммах налога енп, оплаченных платежным поручением	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['енп']	добрый день! надо ли отправлять уведомление об исчисленных суммах налога енп, оплаченных платежным поручением	добрый день надо ли отправлять уведомление об исчислять сумма налог енс оплачивать платежный поручение
621	платежное поручение вместо уведомления об исчисленных налогах и взносах для зачета енп	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['енп']	платежное поручение вместо уведомления об исчисленных налогах и взносах для зачета енп	платежный поручение вместо уведомление об исчислять налог и взнос для зачет енс
622	здравствуйте! подскажите, пожалуйста, как оформляется отпуск по уходу за ребенком? издается приказ до 1,5 лет или сразу до 3х лет?	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['1', '5', '3']	[]	здравствуйте! подскажите, пожалуйста, как оформляется отпуск по уходу за ребенком? издается приказ до genцифра,genцифра лет или сразу до genцифрах лет?	здравствовать подсказывать пожалуйста как оформляться отпуск по уход за ребенок издаваться приказ до депцифра депцифра год или сразу до депцифра год
623	когда составляется приказ об отпуске по уходу за ребенком до 1,5 лет	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['1', '5']	[]	когда составляется приказ об отпуске по уходу за ребенком до genцифра,genцифра лет	когда составляться приказ об отпуск по уход за ребенок до депцифра депцифра год
624	"""добрый день ! организация сделала оценку ос. выбранный способ ( по учетной политике) """"по первоначальной стоимости"""". подскажите, пожалуйста, как провести оценку ос проводками"""	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	"""добрый день ! организация сделала оценку ос. выбранный способ ( по учетной политике) """"по первоначальной стоимости"""". подскажите, пожалуйста, как провести оценку ос проводками"""	добрый день организация сделать оценка ос выбирать способ по учетный политика по первоначальный стоимость подсказывать пожалуйста как проводить оценка ос проводка
625	можно ли сделать переоценку основного средства, если выбрал в учетной политике по первоначальной стоимости	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	можно ли сделать переоценку основного средства, если выбрал в учетной политике по первоначальной стоимости	можно ли сделать переоценка основной средство если выбирать в учетный политика по первоначальный стоимость
626	здравствуйте. где можно уточнить про ведение трудовой книжки нового сотрудника . электронная или старого образца? при приеме на работу не предоставил стд-р. трудовой книжки тоже нет.	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	здравствуйте. где можно уточнить про ведение трудовой книжки нового сотрудника . электронная или старого образца? при приеме на работу не предоставил стд-р. трудовой книжки тоже нет.	здравствовать где можно уточнять про ведение трудовой книжка новый сотрудник электронный или старый образец при прием на работа не предоставлять стд р трудовой книжка тоже нет
627	как принимать новых сотрудников по трудовым книжкам или нет	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	как принимать новых сотрудников по трудовым книжкам или нет	как принимать новый сотрудник по трудовой книжка или нет
628	здравствуйте. военный пенсионер устраивается на работу. ¶надо ли заводить бумажную трудовую книжку в 2022г.?	['2022г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	здравствуйте. военный пенсионер устраивается на работу. ¶надо ли заводить бумажную трудовую книжку в genдата.?	здравствовать военный пенсионер устраиваться на работа надо ли заводить бумажный трудовой книжка в депдат
629	нужно ли заводить трудовую книжку если устроился новый работник	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	нужно ли заводить трудовую книжку если устроился новый работник	нужно ли заводить трудовой книжка если устраиваться новый работник
630	добрый день. в ноябре 2022 г. был заключен договор лизинга автомобиля, по которому предмет лизинга по налоговому учету учитывается на балансе лизингодателя. а с 2022 г. ведь должны учитывать предмет лизинга на балансе лизингополучателя?	['ноябре 2022', '2022 г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	добрый день. в genдата г. был заключен договор лизинга автомобиля, по которому предмет лизинга по налоговому учету учитывается на балансе лизингодателя. а с genдата. ведь должны учитывать предмет лизинга на балансе лизингополучателя?	добрый день в депдат г быть заключать договор лизинг автомобиль по который предмет лизинг по налоговый учет учитываться на баланс лизингодатель а с депдат ведь должный учитывать предмет лизинг на баланс лизингополучатель
631	договор лизинга в 2022 году на чьем балансе должен учитываться предмет лизинга	['2022 г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	договор лизинга в genдатаоду на чьем балансе должен учитываться предмет лизинга	договор лизинг в депдатаод на чей баланс должный учитываться предмет лизинг
632	за просрочку со сдачей отчетности 6 ндфл какие штрафы?	[]	[]	[]	[]	[]	[]	[]	['6 ндфл']	[]	[]	[]	['ндфл']	за просрочку со сдачей отчетности genндфл какие штрафы?	за просрочка со сдача отчетность депндфл какой штраф
633	какие штрафы за несвоевременную сдачу 6-ндфл	[]	[]	[]	[]	[]	[]	[]	['6-ндфл']	[]	[]	[]	['ндфл']	какие штрафы за несвоевременную сдачу genндфл	какой штраф за несвоевременный сдача депндфл
634	какой кбк по дивидендам в 2023 г в платежках и в уведомлении об исчисленных налогах?	['2023 г']	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	какой кбк по дивидендам в genдата в платежках и в уведомлении об исчисленных налогах?	какой кбк по дивиденд в депдат в платежка и в уведомление об исчислять налог
635	кбк для уведомлений по начисленным налогам в 2023	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['2023']	[]	кбк для уведомлений по начисленным налогам в genцифра	кбк для уведомление по начислять налог в депцифра
636	эфс-1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['эфс-1']	[]	genцифра	депцифра
637	ефс-1	[]	[]	[]	[]	[]	[]	[]	[]	[]	[]	['ефс-1']	[]	genцифра	депцифра
